fecha,min
1950-12-27,-4
1950-12-28,-3
1950-12-30,-4
1950-12-31,-1
1951-01-01,-1
1951-01-05,-1
1951-01-06,-2
1951-02-06,-0.8
1952-01-05,-0.6
1952-01-15,-1.8
1952-01-16,-0.9
1952-01-25,-0.2
1952-02-06,0
1952-02-07,-2.5
1952-02-11,-0.6
1952-02-15,-0.1
1952-02-18,-0.6
1952-12-06,-0.2
1952-12-09,-2
1952-12-10,-1
1952-12-30,-0.8
1953-01-21,-0.1
1953-01-28,-1.2
1953-01-29,-1.2
1953-01-30,-1.7
1953-02-15,-1.5
1953-02-18,-2.3
1953-02-19,-1.3
1953-02-20,-1.2
1954-01-04,-0.5
1954-01-06,0
1954-01-10,-3.5
1954-01-11,-0.4
1954-01-12,-1.5
1954-01-13,0
1954-01-14,0
1954-01-31,0
1954-02-01,-1
1954-02-02,-0.3
1954-02-03,-1.5
1954-02-04,-1.2
1954-02-05,-2.2
1954-02-06,0
1954-02-07,-1
1955-03-09,-0.5
1955-03-11,-3
1956-02-03,-0.5
1956-02-04,-0.5
1956-02-05,-0.5
1956-02-06,-1
1956-02-09,0
1956-02-11,-3.5
1956-02-12,-3.5
1956-02-13,-4
1956-02-14,-1
1956-02-15,0
1956-02-19,0
1956-02-20,-1
1956-02-21,-1
1956-02-22,-1
1956-12-03,-0.5
1956-12-04,-0.6
1956-12-05,0
1957-01-10,-0.5
1957-01-17,-3
1957-12-26,0
1958-01-01,0
1958-01-15,-2
1958-01-24,-1.5
1958-03-04,0
1958-03-12,0
1958-03-13,-0.5
1959-01-06,0
1959-01-18,0
1960-01-12,-3
1960-01-13,-1
1960-01-15,-1
1962-02-01,-1.2
1962-12-26,-0.1
1963-02-03,-2.7
1963-02-06,-1.2
1964-12-30,-2.2
1964-12-31,-2
1965-01-01,-1
1965-02-12,-2.2
1965-02-13,-2.5
1965-02-17,-2.6
1965-02-20,-1.5
1965-03-04,0
1965-03-09,-1.5
1965-11-24,0
1965-11-25,0
1965-12-30,0
1966-03-16,0
1966-11-21,-1.5
1966-11-25,-1
1966-12-20,0
1966-12-25,0
1967-01-08,0
1967-01-14,0
1967-01-17,0
1967-01-28,0
1967-01-29,-1
1967-12-12,-0.2
1967-12-13,-2.5
1967-12-14,-2.5
1967-12-19,-1.5
1968-01-16,-1
1968-01-20,-0.5
1968-01-23,-1
1968-01-26,-0.5
1968-01-28,-0.6
1969-01-03,-1.4
1969-02-05,-1
1969-02-06,-2
1969-02-08,0
1969-02-17,-2
1970-02-28,0
1970-03-17,0
1970-12-19,-0.5
1970-12-25,-4
1970-12-26,-5.4
1970-12-28,-0.5
1971-01-02,-3.8
1971-01-03,-2.4
1971-02-08,-1
1971-03-02,-0.5
1971-03-03,0
1971-03-06,0
1972-01-01,-1.5
1972-01-04,-0.8
1972-01-25,-0.5
1972-01-30,0
1972-01-31,0
1972-02-21,0
1973-01-04,-1.8
1973-01-24,-2
1973-02-03,0
1973-02-05,-1
1973-02-06,-1.4
1973-02-07,-2.5
1973-02-16,-0.5
1973-02-19,0
1973-02-21,-1
1973-03-15,-0.5
1973-12-04,0
1974-01-20,0
1974-01-22,0
1974-01-23,-1
1974-02-04,0
1974-02-28,0
1974-03-01,0
1974-03-01,0
1974-03-06,-1.6
1975-01-08,0
1975-01-23,0
1975-02-18,-0.8
1975-02-19,-0.4
1976-01-17,-0.5
1976-01-26,-1
1976-01-27,-0.5
1976-01-28,0
1976-01-29,-1
1976-02-16,-2.5
1976-03-11,0
1976-11-22,-0.8
1976-11-26,-0.4
1976-12-27,0
1977-03-31,-1
1978-01-17,-1.6
1978-01-30,-0.6
1978-02-11,-1
1978-02-13,-3.6
1979-03-03,-2.6
1980-12-03,0
1980-12-06,0
1981-01-12,-1.4
1981-01-13,-0.8
1981-01-26,-0.2
1981-01-27,-1
1981-02-01,-2
1981-12-20,0
1983-01-03,0
1983-01-05,0
1983-01-13,0
1983-01-21,-0.4
1983-01-27,-1
1983-02-05,-0.4
1983-02-13,0
1983-02-17,-0.8
1983-12-14,-0.6
1984-01-11,-2
1984-02-11,-0.6
1984-02-17,-1
1984-03-06,0
1984-12-29,-0.8
1984-12-30,-2.4
1984-12-31,-5
1985-01-08,0
1985-01-09,-2.6
1985-01-10,-3.4
1985-01-12,0
1985-01-13,-1.6
1985-01-14,-1
1985-01-15,-2
1985-01-16,-3.2
1985-01-17,0
1986-01-07,-0.2
1986-01-27,-0.4
1986-02-03,-0.2
1986-02-07,-0.6
1986-02-10,-0.4
1986-02-11,-0.6
1987-01-19,-1.8
1987-12-01,0
1988-02-29,-1.6
1988-12-09,-0.6
1990-01-23,-0.2
1990-12-15,-1
1990-12-16,-2.5
