4
4
13
8
15
2
17
3
6
2
3
0
2
2
2
10
5
9
5
5
6
6
6
11
8
4
10
1
4
1
2
6
0
9
7
9
6
2
2
0
3
6
5
7
7
2
2
0
0
1
0
0
0
1
2
9
1
1
0
1
9
1
1
0
2
1
0
3
0
1
0
2
1
4
4
13
8
15
2
17
3
6
2
3
0
2
2
2
10
5
9
5
5
6
6
6
11
8
4
10
1
4
1
2
6
0
9
7
9
6
2
2
0
3
6
5
7
7
2
2
0
0
1
0
0
0
1
2
9
1
1
0
1
9
1
1
0
2
1
0
3
0
1
0
2
1
