fecha,min
1952-01-20,-0.4
1952-01-23,-0.4
1952-01-28,-0.7
1952-02-07,-0.4
1952-12-09,-1.5
1953-01-05,-1
1953-01-06,-2.7
1953-01-08,0
1953-01-09,-2.7
1953-01-11,-1.5
1953-01-12,-0.6
1953-01-13,-0.7
1953-01-14,-0.5
1953-01-30,-0.6
1953-02-14,-0.5
1953-02-16,-1.2
1953-02-17,-2.8
1953-02-18,-1.5
1953-02-19,-1.3
1954-01-02,-2.5
1954-01-04,-2.6
1954-01-05,-2.4
1954-01-06,-0.8
1954-01-07,-2.8
1954-01-08,-2
1954-01-09,-1
1954-01-10,-1.3
1954-01-12,-0.8
1954-01-13,-1.8
1954-02-01,-1.6
1954-02-02,-4.4
1954-02-03,-2.5
1954-02-04,-4
1954-02-05,-2.3
1954-02-06,-3.7
1954-02-07,-4
1955-03-10,-0.6
1956-01-10,-1.7
1956-02-04,-2
1956-02-05,-0.4
1956-02-11,-2.6
1956-02-12,-5.5
1956-02-13,-5
1956-02-14,-3.5
1956-02-17,0
1956-02-18,-1.3
1956-02-19,-1.5
1956-02-20,-1.5
1956-12-07,-0.4
1956-12-09,-1.2
1956-12-10,-1
1957-01-15,0
1957-01-16,-2
1957-01-17,-1
1957-01-19,-1
1957-01-20,0
1957-12-16,0
1957-12-17,-0.4
1957-12-18,0
1957-12-30,-1.4
1957-12-31,-2.5
1958-01-01,-0.2
1958-01-15,0
1958-01-16,-2
1958-01-17,-0.4
1958-01-18,-0.6
1958-01-19,-0.5
1958-01-20,-1
1958-01-22,-2.8
1958-01-23,-1
1958-02-27,-2.4
1958-02-28,-0.5
1958-03-10,-0.2
1958-03-12,-2
1960-01-12,-2.5
1960-01-13,-1
1960-01-17,-2
1960-01-18,-1.4
1961-01-13,-0.4
1961-01-14,-0.5
1961-01-15,-0.8
1961-01-16,-0.2
1962-12-15,-1
1962-12-25,-3
1963-01-30,-0.2
1963-01-31,-0.4
1963-02-03,-1.4
1963-02-05,-1.5
1964-01-29,0
1964-12-04,-1
1964-12-14,0
1964-12-17,-0.6
1964-12-27,-2.2
1964-12-30,-1.5
1964-12-31,-1.5
1965-01-01,0
1965-01-04,-1.4
1965-01-05,-1
1965-01-06,-2
1965-01-07,-1.2
1965-01-08,0
1965-01-12,-1
1965-01-26,-1.7
1965-02-09,0
1965-02-10,-1
1965-02-12,-2.9
1965-02-13,-1.5
1965-02-14,-1.4
1965-02-16,-1.4
1965-02-17,-1.5
1965-02-18,-1
1965-02-19,0
1965-02-20,-1
1966-02-21,0
1966-11-01,0
1966-11-02,0
1966-11-28,-0.5
1966-12-25,-2
1966-12-28,0
1966-12-29,0
1967-01-02,0
1967-01-04,0
1967-01-07,-4.2
1967-01-08,-4.4
1967-12-10,0
1967-12-11,-2
1967-12-12,-2.4
1967-12-13,-4.8
1967-12-14,-0.2
1967-12-17,-0.8
1967-12-18,-2
1967-12-19,-1.6
1967-12-29,0
1967-12-31,-0.7
1968-01-01,-1
1968-01-07,-0.6
1968-01-09,-0.2
1968-01-12,-3
1968-01-13,-2
1968-01-16,-0.4
1968-01-25,-0.8
1968-01-26,-2.4
1968-01-27,-2.5
1968-01-28,-0.6
1968-02-03,0
1968-02-04,-1
1968-02-05,-3
1969-01-04,-1
1969-12-02,-1.4
1969-12-03,0
1969-12-06,-0.4
1969-12-13,0
1969-12-14,-0.6
1969-12-15,-0.6
1969-12-28,-1
1970-02-15,-0.4
1970-12-09,-2
1970-12-16,0
1970-12-17,-0.6
1970-12-23,-0.6
1970-12-24,-2.4
1970-12-25,-4.6
1970-12-26,-2.2
1971-01-02,-2.6
1971-03-15,0
1971-11-13,-0.6
1971-11-14,0
1971-11-27,-1.4
1971-11-28,-0.4
1972-01-24,-2.2
1972-12-30,0
1973-01-02,0
1973-01-03,0
1973-01-10,-0.2
1973-02-03,0
1973-02-16,0
1973-02-19,0
1973-12-05,-0.6
1973-12-08,0
1973-12-15,0
1974-01-01,-1
1974-03-05,0
1974-12-19,-0.4
1975-01-07,-0.2
1975-01-09,-1
1975-12-02,0
1976-01-26,-1.4
1976-01-27,-3.6
1976-01-28,-2.4
1976-11-27,-0.4
1978-01-14,-0.4
1978-01-15,-2.2
1978-02-13,-1
1979-02-17,-1
1979-12-21,-0.8
1979-12-22,-4.8
1980-11-29,-0.6
1980-12-01,-1.4
1980-12-02,-4.2
1980-12-03,-3.6
1980-12-04,-0.6
1980-12-05,-1.4
1980-12-06,-2.6
1980-12-07,-2.4
1980-12-17,0
1980-12-27,-0.6
1980-12-29,-0.6
1980-12-31,-0.6
1981-01-01,-1.8
1981-01-02,-0.6
