year,temp,tempmax,yearmax,tempmin,yearmin
1957,13.5,16.3,2022,12.8,1962
1958,13.7
1961,14.3
1962,12.8
1963,13.1
1964,13.5
1965,13.3
1966,14.0
1967,13.5
1968,14.2
1969,13.9
1971,13.4
1972,12.8
1973,13.1
1974,13.4
1978,13.5
1979,13.7
1980,13.6
1981,14.2
1982,14.4
1983,14.3
1984,13.4
1985,14.1
1986,13.6
1987,14.4
1988,14.4
1989,15.1
1990,15.0
1991,13.7
1992,14.1
1993,14.1
1994,14.9
1995,15.1
1996,14.2
1997,15.2
1998,14.5
1999,14.8
2000,14.7
2001,14.6
2002,14.8
2003,15.2
2004,14.5
2005,14.5
2006,15.3
2007,14.3
2008,14.5
2009,14.7
2010,14.4
2011,15.5
2012,14.7
2013,14.7
2014,15.8
2015,15.3
2016,15.2
2017,15.1
2018,15.3
2019,15.1
2021,15.1
2022,16.3
2023,16.3
