year,temp,tempmax,yearmax,tempmin,yearmin
1960,17.4,19.5,2017,16.4,1972
1961,18.2
1962,17.5
1964,17.7
1966,17.7
1967,17.3
1968,17.5
1969,17
1970,17.4
1971,16.5
1972,16.4
1975,17
1976,16.9
1977,17.4
1978,17.3
1979,17.5
1980,17.5
1981,18
1986,17.4
1987,18
1988,17.8
1989,18.8
1990,18.3
1991,17.5
1992,17.2
1993,17.1
1994,18.3
1995,19.3
1996,18
1997,18.8
1998,18.3
1999,18.1
2000,18.2
2001,18.4
2002,18.2
2003,18.7
2004,18.2
2005,18.2
2006,19.1
2007,18.3
2008,18.2
2009,18.9
2010,18.3
2011,18.9
2013,18
2014,18.6
2015,19.1
2017,19.5
