year,temp,tempmax,yearmax
1950,10.9,12.1,2003
1951,9.4
1952,9.8
1953,9.8
1954,9.2
1956,8.8
1957,9.7
1958,10.2
1959,10.2
1960,9.8
1961,10.8
1962,9.9
1963,9.5
1964,10.2
1965,9.8
1966,10.1
1967,9.7
1968,10.1
1969,9.3
1970,9.7
1971,9.2
1972,8.8
1973,9.3
1974,9.2
1975,9.6
1976,9.6
1977,9.6
1978,9.7
1979,10
1980,9.5
1981,10
1982,10.7
1983,10.4
1984,9.2
1985,10.2
1986,9.6
1987,10.5
1988,10.3
1989,11.4
1990,10.8
1991,10
1992,9.9
1993,9.6
1994,10.9
1995,11.4
1996,10.6
1997,11.6
1998,11
1999,10.8
2000,11.2
2001,11.2
2002,11.5
2003,12.1
2004,10.9
2005,11
2006,12
2007,10.6
2008,10.8
2009,11.3
2010,10.1
2011,11.5
2012,10.7
2013,10.2
2014,11.4
2015,11.2
2016,11.1
2017,11.7
