year,temp,tempmax,yearmax,tempmin,yearmin
1950,18.7,19.9,2014,17,1972
1951,18.1
1952,18.7
1953,18.2
1954,17.8
1955,19.1
1957,17.8
1958,18.4
1959,18.4
1960,18.1
1964,18.3
1967,18
1968,18.2
1969,17.7
1970,18
1971,17.4
1972,17
1974,17.4
1975,17.4
1976,17.3
1977,17.7
1978,17.8
1979,17.8
1980,17.8
1981,18
1982,17.8
1983,18.3
1984,17.6
1985,18.1
1986,18
1987,18.5
1988,18.3
1989,18.6
1990,18.6
1991,17.7
1992,17.9
1993,17.5
1994,18.6
1995,19.2
1996,17.9
1997,18.9
1998,18.5
1999,18.6
2000,18.3
2001,19.3
2002,19.1
2003,19
2004,18.7
2005,18.6
2006,19
2007,19
2008,19
2009,19.2
2010,18.9
2011,19.3
2012,19
2013,19.1
2014,19.9
2015,19.8
2016,19.6
2017,19.3
