year,temp,tempmax,yearmax,tempmin,yearmin
1951,14.1,17,2014,13.3,1956
1952,14.9
1953,14.3
1954,13.9
1955,15.0
1956,13.3
1957,14.3
1958,15.3
1959,14.7
1960,14.7
1961,15.3
1962,14.5
1963,13.7
1964,14.7
1965,14.3
1966,14.8
1967,14.6
1968,14.7
1969,13.8
1970,14.4
1971,13.8
1972,13.3
1973,14.2
1974,13.9
1975,14.2
1976,14.4
1977,14.4
1978,14.5
1979,14.7
1980,14.3
1981,15.2
1982,15.3
1983,15.3
1984,14.3
1985,14.8
1986,15.1
1987,15.5
1988,15.2
1989,16.0
1990,15.9
1991,15.1
1992,15.0
1993,14.9
1994,16.1
1995,16.1
1996,15.1
1997,15.9
1998,15.4
1999,15.4
2000,15.8
2001,15.8
2002,15.9
2003,16.3
2004,15.6
2005,15.3
2006,16.4
2007,15.5
2008,15.5
2009,16.4
2010,15.3
2011,16.7
2012,16.2
2013,15.5
2014,17.0
2015,16.6
2016,16.4
2017,16.7
