year,temp,tempmax,yearmax
1954,17.3,19.2,2011
1955,19.1
1956,16.8
1957,17.9
1958,17.3
1959,17.3
1960,17.8
1961,18.5
1962,18
1963,17.6
1964,17.9
1965,17.5
1966,17.4
1967,17.3
1968,17.5
1969,17.1
1970,17.5
1972,16.4
1975,17.2
1976,17.1
1977,17.5
1978,17.8
1979,17.7
1980,17.8
1981,18.3
1982,17.8
1983,18
1984,17.3
1985,17.9
1986,17.3
1987,17.9
1988,17.9
1989,18.7
1990,18.2
1991,17.6
1992,17.6
1993,16.9
1994,18.1
1995,19
1996,18.1
1997,18.8
1998,18.3
1999,18.2
2000,18.2
2001,18.6
2002,18.4
2003,18.7
2004,18.4
2005,18.2
2006,18.5
2007,17.9
2009,18.4
2010,19
2011,19.2
2012,18.1
2013,18.3
2014,18.4
2015,18.6
2016,18.7
2017,18.8
