year,temp,tempmax,yearmax,tempmin,yearmin
1950,17.8,18.6,2014,15.9,1956
1951,17.1
1952,17.6
1953,17.4
1954,16.5
1956,15.9
1957,16.3
1958,16.8
1959,16.7
1960,16.9
1961,17.4
1962,17.2
1963,17
1964,17.2
1966,17
1967,16.9
1968,16.9
1969,16.7
1970,16.6
1971,16.4
1972,16
1973,16.2
1974,16.2
1975,16.4
1976,16.3
1977,16.6
1978,17
1979,16.9
1980,16.7
1981,17.3
1982,17.5
1983,17.4
1984,16.8
1985,17.2
1986,17.1
1987,17.6
1988,17.6
1989,18
1990,17.8
1991,16.9
1992,16.9
1993,16.6
1994,17.8
1995,17.9
1996,17.4
1997,18
1998,18
1999,17.8
2000,17.7
2001,18.3
2002,18.1
2003,18.3
2004,17.7
2005,17.5
2006,18.5
2008,17.8
2009,17.8
2010,17.2
2013,17.8
2014,18.6
2015,18.5
2016,18.6
2017,18.5
2018,18.4
2019,18.2
