year,temp,tempmax,yearmax,tempmin,yearmin
1950,18.5,19.3,1955,16.8,1972
1951,17.9
1952,18.8
1953,18.1
1954,18
1955,19.3
1956,17.4
1957,18
1958,18.6
1959,18.2
1960,18.5
1961,18.7
1962,18.4
1963,18
1964,18.7
1965,18.2
1966,18.4
1967,18.1
1968,18.3
1969,17.8
1970,18
1971,17.4
1972,16.8
1973,17.1
1974,17.4
1975,17.3
1976,17
1977,17.5
1978,17.5
1979,17.6
1980,17.3
1981,17.8
1982,17.8
1983,17.9
1984,17.2
1985,17.8
1986,17.8
1987,18.2
1988,18.4
1989,18.7
1990,18.4
1991,17.7
1992,17.6
1993,17.3
1994,18.5
1995,18.7
1996,18.1
1997,18.7
1998,18.5
1999,18.5
2000,18.4
2001,18.8
2002,18.5
2003,18.9
2004,18.6
2005,18
2006,19.1
2007,18.6
2008,18.4
2009,18.8
2010,18
2011,18.9
2012,18.3
2013,18.2
2014,19.2
2015,19.2
2016,19.2
2017,18.8
