year,temp,tempmax,yearmax,tempmin,yearmin
1964,15.3,16.1,1970,13.8,1986
1965,14.9
1966,15.7
1967,15.4
1968,15.6
1969,14.9
1970,16.1
1971,15.8
1972,14.6
1973,15.2
1974,14.8
1975,14.7
1976,14.5
1977,14.6
1978,14.5
1979,14.5
1980,14.4
1981,14.8
1982,14.8
1983,14.9
1984,14.5
1986,13.8
1987,15.1
1988,14.6
1989,15.9
1990,15.3
1991,14.4
1992,14.3
1993,14.3
1994,14.5
1995,15.7
1996,14.4
1997,15.7
1998,14.9
1999,14.6
2000,14.5
2001,14.6
2002,14.9
2003,14.9
2004,14.5
2005,14.7
2006,15.4
2007,14.8
2008,14.5
2009,14.7
2010,14.7
2011,15.4
2012,14.2
2013,14.5
2014,15
2015,15.1
2016,14.8
2017,15.1
2018,14.9
2019,14.7
2020,15.4
