year,temp,tempmax,yearmax,tempmin,yearmin
1950,12.6,13.3,1995,10.6,1956
1951,11.7
1952,11.9
1953,12.3
1954,11.6
1955,13
1956,10.6
1957,11.8
1958,12
1959,12.3
1960,12
1961,12.8
1962,12.1
1963,11.7
1964,12.1
1965,11.9
1966,12.1
1967,11.5
1968,12
1969,11.1
1970,11.5
1971,10.7
1972,10.6
1973,10.9
1974,10.8
1975,10.8
1976,11
1977,11.2
1978,11.2
1979,11.4
1980,11.1
1981,11.8
1982,11.9
1983,11.6
1984,11.2
1985,12
1986,11.8
1987,12.5
1988,11.9
1989,13.2
1990,12.8
1991,12.1
1992,12
1993,11.1
1994,12.5
1995,13.3
1996,12.2
1997,13
1998,12.2
1999,11.8
2000,11.9
2001,12.1
2002,12.5
2003,12.7
2004,11.9
2005,11.9
2006,12.8
2007,11.8
2008,11.6
2009,12.8
2010,12.2
2011,13
2012,12.1
2013,11.9
2014,12.7
2015,12.7
2016,12.6
2017,13
