year,temp,tempmax,yearmax,tempmin,yearmin
1955,17.5,18.4,2017,15.2,1956
1956,15.2
1957,16
1958,16.6
1959,16.8
1960,16.3
1961,17.1
1962,16.5
1963,16.3
1964,16.6
1965,16.2
1966,16.1
1967,15.8
1968,16.4
1969,15.7
1970,16.2
1971,15.2
1972,15.5
1973,15.9
1974,16.1
1975,15.9
1976,16
1977,16.4
1978,16.5
1979,16.3
1980,16.1
1981,16.8
1982,16.5
1983,16.8
1984,16.2
1985,16.8
1986,16.4
1987,17.3
1988,16.6
1989,17.7
1990,17.4
1991,16.8
1992,16.7
1993,15.8
1994,16.9
1995,18.2
1996,16.9
1997,17.8
1998,17.2
1999,17
2000,17
2001,17.4
2002,17.3
2003,17.5
2004,17.2
2005,17
2006,17.7
2007,16.6
2008,16.9
2009,17.9
2010,17.3
2011,17.5
2012,16.9
2013,17.3
2014,17.8
2015,18.2
2016,18
2017,18.4
2018,17.2
2019,17.8
