year,temp,tempmax,yearmax,tempmin,yearmin
1950,14.6,15.7,2022,11.8,1956
1951,13.3
1952,14.0
1953,13.2
1954,12.7
1955,13.7
1956,11.8
1957,13.1
1958,13.5
1959,13.6
1960,13.3
1961,14.3
1962,13.3
1963,12.5
1964,13.6
1965,13.4
1966,13.7
1967,13.5
1968,13.6
1969,13.0
1970,13.4
1971,12.9
1972,12.2
1973,13.0
1974,13.0
1975,13.1
1976,13.2
1977,13.0
1978,13.1
1979,13.1
1980,12.8
1981,13.9
1982,14.0
1983,13.8
1984,12.9
1985,13.6
1986,13.6
1987,14.1
1988,13.7
1989,14.5
1990,14.4
1991,13.4
1992,13.1
1993,12.9
1994,14.4
1995,14.4
1996,13.7
1997,14.5
1998,13.7
1999,13.6
2000,14.0
2001,14.2
2002,14.3
2003,14.8
2004,13.8
2005,13.7
2006,14.7
2007,14.0
2008,13.8
2009,14.6
2010,13.4
2011,14.9
2012,14.6
2013,13.6
2014,14.9
2015,14.5
2016,14.4
2017,14.9
2018,14.4
2019,14.9
2020,14.6
2021,14.3
2022,15.7
2023,14.7
2024,15.0
