year,temp,tempmax,yearmax,tempmin,yearmin
1950,14.5,16.7,2017,12.7,1956
1951,13.3
1952,13.8
1953,14.1
1954,13.8
1955,14.6
1956,12.7
1957,13.9
1958,14.3
1959,14.1
1960,14
1961,15.1
1962,14.3
1963,13.8
1964,14.7
1965,14
1966,14.2
1967,14
1968,14.4
1969,13.4
1970,14.3
1971,13.4
1972,13.2
1973,14.1
1974,13.8
1975,13.8
1976,13.9
1977,13.8
1978,14.3
1979,14.3
1980,14.2
1981,14.9
1982,14.7
1983,14.9
1984,13.6
1985,14.9
1986,14.5
1987,15.2
1988,14.7
1989,15.8
1990,15.4
1991,14.8
1992,14.8
1993,14
1994,15.5
1995,15.8
1996,14.7
1997,15.6
1998,15.1
1999,14.9
2000,15
2001,15.1
2002,15.2
2003,15.7
2004,15.1
2005,15.3
2006,15.9
2007,14.6
2008,14.9
2009,16
2010,14.7
2011,16
2012,15.5
2013,15
2014,16.1
2015,16.6
2016,16
2017,16.7
2018,15.6
2019,16.1
2020,16.0
