year,temp,tempmax,yearmax,tempmin,yearmin
1950,11.4,13.5,2022,9.7,1956
1953,10.8
1954,10.1
1956,9.7
1957,11.2
1958,11.6
1959,11.6
1960,11.1
1961,12.2
1962,10.8
1963,10.5
1964,11.4
1965,11.0
1966,11.6
1967,11.3
1968,11.7
1969,11.0
1970,11.2
1971,10.8
1972,10.3
1973,10.8
1974,10.9
1975,11.2
1976,11.0
1977,11.2
1978,11.2
1979,11.3
1981,11.4
1982,11.6
1983,11.5
1984,10.4
1985,10.9
1986,11.0
1987,11.4
1988,11.3
1989,12.3
1990,12.0
1991,11.2
1992,11.2
1993,11.1
1994,12.4
1995,12.4
1996,11.5
1997,12.8
1998,11.7
1999,11.9
2000,11.9
2001,11.8
2002,12.0
2003,12.8
2004,11.7
2005,11.4
2006,12.6
2007,11.4
2008,11.5
2009,12.2
2010,11.0
2011,12.6
2012,11.8
2013,11.7
2014,12.8
2015,12.4
2016,12.1
2017,12.5
2018,12.4
2019,12.5
2020,12.8
2021,12.1
2022,13.5
2023,13.4
2024,12.7
