year,temp,tempmax,yearmax,tempmin,yearmin
1950,14.5,17,2017,12.5,1972
1951,13.3
1952,13.8
1953,14.3
1954,14.5
1955,15.5
1956,13.7
1957,14.8
1958,15.7
1959,15.5
1960,15.2
1962,14.8
1963,13.4
1964,14.2
1965,14.3
1966,14.6
1967,14.2
1968,14.3
1969,13.3
1971,12.6
1972,12.5
1973,13.2
1974,13.2
1975,13
1976,13.2
1977,13.5
1978,13.6
1979,14.2
1980,14.6
1981,15.3
1982,15.2
1983,15
1984,14.1
1985,15.3
1986,14.9
1987,15.5
1988,15
1989,16
1990,15.8
1991,15.1
1992,14.7
1993,14.4
1994,16
1995,16.6
1996,15.4
1997,16.2
1998,15.8
1999,15.8
2000,15.7
2001,16.2
2002,16.1
2003,16.3
2004,15.7
2005,15.7
2006,16.6
2007,15.3
2008,15.4
2009,16.6
2010,15.7
2011,16.6
2012,15.7
2013,15.2
2014,16.6
2015,16.7
2016,16.3
2017,17
