year,temp,tempmax,yearmax,tempmin,yearmin
1950,13.6,14.6,1997,12,1956
1951,13
1952,13.2
1953,13.3
1954,12.5
1955,13.7
1956,12
1957,13.4
1958,13.4
1959,13.7
1960,13.2
1961,14.1
1962,12.7
1963,12.5
1964,13.1
1965,12.5
1966,13.3
1967,12.9
1968,13.3
1969,12.9
1970,13.1
1971,12.9
1972,12.3
1973,12.8
1974,12.5
1975,12.7
1976,12.9
1977,12.8
1978,12.5
1979,12.7
1980,12.4
1981,13
1982,13.5
1983,13.6
1984,12.5
1985,12.7
1986,12.5
1987,13.3
1988,13.4
1989,14.6
1990,14
1991,12.9
1992,13
1993,13.2
1994,13.8
1995,14
1996,13.3
1997,14.6
1998,13.7
1999,13.6
2000,13.8
2001,13.7
2002,14
2003,14.5
2004,13.6
2005,13.4
2006,14.4
2007,13.3
2008,13.4
2009,13.5
2010,13
2011,14.5
2012,13.5
2013,13.3
2014,14.4
2015,14.1
2016,14.1
2017,14
2018,14.1
