year,temp,tempmax,yearmax,tempmin,yearmin
1950,17.5,18.8,2014,15.8,1976
1951,16.5
1955,17.6
1956,16.2
1957,16.6
1958,17.4
1959,17.2
1960,17.3
1961,17.7
1962,17.1
1963,16.9
1964,17.4
1965,16.8
1966,17.5
1967,17.2
1968,17.5
1969,16.8
1970,17.4
1971,17
1972,16.9
1973,17.1
1974,17
1975,17
1976,15.8
1977,16
1978,16.4
1979,16.8
1980,16.2
1981,16.7
1982,17.1
1983,16.9
1984,16.1
1985,16.7
1986,16.8
1987,17.2
1988,17
1989,17.4
1990,17.6
1991,16.8
1992,16.9
1993,16.7
1994,17.8
1995,17.8
1996,17.3
1997,18
1998,17.9
1999,17.8
2000,17.9
2001,18.4
2002,18.1
2003,18.6
2004,18.1
2005,17.7
2006,18.6
2007,18.1
2008,17.8
2009,18.2
2010,17.4
2011,18.4
2012,18
2013,17.9
2014,18.8
2015,18.5
2016,18.6
2017,18.6
2018,18.5
2019,18.6
2020,18.7
