year,temp,tempmax,yearmax
1951,19.8,22.3,1998
1952,20.3
1953,20.3
1954,19.5
1955,20.9
1956,19.9
1957,19.8
1958,20.2
1959,19.9
1960,20.2
1961,21.2
1962,20.6
1963,20.3
1964,20.7
1965,20.1
1966,20.8
1967,20.3
1968,20.1
1969,20.6
1970,20.5
1971,19.8
1972,19.5
1973,20.1
1974,19.9
1975,20.1
1976,20.3
1977,20.1
1978,20.5
1979,20.2
1980,20.6
1981,20.4
1982,20.4
1983,21
1984,20.7
1985,20.9
1986,20.3
1987,21.4
1988,20.8
1989,21.2
1990,21.6
1991,20.6
1992,20.6
1993,20.3
1994,20.6
1995,21.9
1996,21.6
1997,22.2
1998,22.3
1999,21.5
2000,21.2
2001,21.8
2002,21.5
2003,21.1
2004,21.4
2005,20.9
2006,20.8
2007,20.6
2008,20.8
2009,21.2
2010,22.2
2011,21.4
2012,21.4
2016,22
2017,21.8
