year,temp,tempmax,yearmax
1950,14.6,16.2,2011
1951,13.9
1952,14.3
1953,13.7
1954,13.2
1955,14.4
1956,12.7
1957,13.9
1959,14.6
1960,14.2
1961,15
1962,13.5
1963,13.4
1964,13.9
1965,13.4
1966,13.9
1967,13.7
1968,14.1
1969,13.7
1970,13.6
1971,13.6
1972,12.9
1973,13.3
1974,13.5
1975,13.6
1976,13.7
1977,13.9
1978,13.9
1979,13.9
1980,13.7
1981,14.2
1982,14.6
1983,14.9
1984,13.8
1985,14.6
1986,14.4
1987,15
1988,15
1989,15.5
1990,15
1991,13.9
1992,14
1993,13.9
1994,14.9
1995,15.1
1996,14.2
1997,15.5
1998,14.7
1999,14.6
2002,14.7
2003,15.8
2004,14.8
2005,14.8
2006,15.6
2007,14.6
2008,14.8
2009,15.1
2010,14.6
2011,16.2
2012,14.4
2013,14.5
2014,16.1
2015,15.2
2016,14.9
2017,15.3
