fecha,minima
1952-06-10,20.4
1952-07-09,22.0
1952-07-12,20.1
1952-08-13,22.0
1952-08-14,20.5
1952-09-04,21.0
1953-07-20,20.0
1953-07-26,20.4
1953-07-28,20.5
1953-08-01,23.0
1953-08-03,20.0
1953-08-04,20.2
1953-08-05,22.0
1953-08-06,22.0
1953-08-12,20.5
1953-08-13,21.2
1953-08-14,20.0
1953-08-23,21.7
1953-08-24,20.6
1953-08-27,20.3
1953-08-29,22.8
1953-08-30,23.3
1953-08-31,20.4
1953-09-04,21.0
1953-09-06,22.3
1953-09-07,20.0
1953-09-08,21.7
1953-09-09,20.4
1953-09-10,21.1
1953-09-14,20.4
1953-09-19,20.6
1953-10-10,21.2
1954-07-22,20.6
1954-07-24,21.8
1954-07-25,22.4
1954-08-01,20.0
1954-08-02,20.8
1954-08-03,20.4
1955-06-24,21.0
1955-07-10,20.0
1955-07-16,22.3
1955-07-17,21.0
1955-07-23,22.4
1955-07-24,22.8
1955-08-12,20.0
1955-08-16,22.0
1955-08-20,21.0
1955-08-21,20.0
1955-08-23,22.0
1955-08-24,21.6
1955-08-25,20.0
1955-08-29,20.0
1955-09-03,20.8
1955-09-17,20.2
1955-09-29,20.4
1956-07-04,20.0
1956-07-24,21.0
1956-08-14,20.0
1956-09-16,20.0
1957-06-26,22.5
1957-06-27,22.0
1957-06-29,21.0
1957-07-03,21.0
1957-07-05,20.4
1957-07-16,20.0
1957-07-18,20.0
1957-07-23,20.0
1957-07-26,20.0
1957-07-28,20.0
1957-08-01,21.6
1957-08-02,20.0
1957-08-03,21.2
1957-08-06,23.0
1957-08-07,21.0
1957-08-17,20.4
1957-08-20,24.6
1957-08-21,23.8
1957-08-22,20.0
1957-08-24,20.0
1957-08-25,20.0
1957-08-29,20.2
1957-08-30,20.0
1957-08-31,23.0
1957-09-02,20.6
1957-09-03,21.0
1957-09-04,20.0
1957-09-05,22.0
1957-09-06,21.0
1957-09-08,21.0
1957-09-09,20.6
1957-09-16,22.0
1957-09-17,20.0
1957-09-20,20.2
1957-09-28,21.0
1958-05-10,22.0
1958-07-30,20.0
1958-07-31,21.5
1958-08-01,21.0
1958-08-04,22.5
1958-08-05,20.5
1958-08-09,20.0
1958-08-27,21.0
1958-09-14,23.0
1959-07-02,20.0
1959-07-07,21.0
1959-07-18,20.0
1959-07-21,21.0
1959-08-04,21.0
1959-08-05,21.0
1959-08-20,20.2
1959-08-24,22.6
1959-08-25,24.0
1959-08-26,25.0
1959-08-27,24.8
1959-08-28,20.8
1959-08-29,20.0
1959-09-09,22.0
1959-09-11,21.2
1959-10-03,21.0
1960-06-17,20.4
1960-07-13,21.0
1960-07-22,20.0
1960-07-26,21.0
1960-07-27,21.0
1960-07-28,20.4
1960-07-29,20.0
1960-08-03,22.0
1960-08-18,20.0
1960-08-21,22.4
1960-08-29,20.0
1961-06-20,21.0
1961-06-29,20.0
1961-07-01,20.0
1961-07-03,20.2
1961-07-04,20.6
1961-07-05,21.0
1961-07-09,20.8
1961-07-25,23.4
1961-07-26,24.6
1961-08-02,21.0
1961-08-04,21.3
1961-08-06,20.1
1961-08-14,22.0
1961-08-15,22.8
1961-08-16,20.9
1961-08-17,20.5
1961-08-20,20.0
1961-08-21,22.8
1961-08-22,21.4
1961-08-23,20.2
1961-08-27,24.4
1961-08-28,24.5
1961-09-01,24.0
1961-09-02,21.6
1961-09-18,20.0
1961-09-25,20.4
1962-06-22,20.4
1962-07-15,20.0
1962-07-19,20.2
1962-07-20,23.0
1962-07-21,20.4
1962-07-25,20.4
1962-07-28,21.4
1962-07-29,20.4
1962-08-10,21.2
1962-08-14,21.0
1962-08-15,20.8
1962-08-21,23.4
1962-08-24,20.8
1962-08-25,20.8
1962-08-26,24.0
1962-08-27,21.0
1962-09-04,20.2
1962-09-10,20.4
1962-09-15,20.0
1962-09-24,22.2
1963-06-26,21.2
1963-07-20,21.2
1963-07-21,20.8
1963-07-22,21.0
1963-07-27,20.0
1963-07-28,21.6
1963-07-29,22.4
1963-07-30,21.8
1963-08-01,20.5
1963-08-10,21.2
1963-08-11,22.4
1963-08-12,20.5
1964-06-12,21.0
1964-07-01,21.0
1964-07-15,20.4
1964-07-17,22.0
1964-07-18,20.2
1964-07-25,20.8
1964-08-01,21.4
1964-08-02,22.4
1964-08-03,22.2
1964-08-04,20.0
1964-08-05,20.0
1964-08-06,20.8
1964-08-07,20.2
1964-08-08,20.0
1964-08-11,21.0
1964-08-12,21.0
1964-08-25,20.6
1964-08-29,20.8
1964-08-30,20.8
1964-08-31,24.0
1964-09-08,20.0
1964-09-09,24.6
1964-09-10,20.8
1964-09-11,20.4
1964-09-12,20.2
1964-09-14,20.4
1964-09-15,20.0
1964-09-19,20.8
