fecha,minima
1952-06-08,21
1952-07-11,20.5
1952-07-12,20.4
1952-07-13,20
1952-07-14,24
1952-10-08,21.5
1952-10-09,21.5
1952-10-10,22.5
1953-05-29,22.4
1953-07-21,23.8
1953-07-22,24.4
1953-08-20,20
1953-08-21,24
1953-08-28,21.8
1953-08-31,22.8
1953-09-01,24.6
1953-09-02,23.4
1954-07-25,25
1954-07-26,23
1954-08-19,24
1954-08-20,21.4
1954-09-23,22.2
1954-09-26,20
1954-09-30,20
1954-10-20,20.4
1955-05-11,20
1955-08-12,20
1955-09-06,21
1956-07-06,20
1956-07-07,23.8
1956-07-08,21
1956-08-03,25.6
1956-08-05,21.5
1957-07-12,23.6
1957-07-13,25.2
1957-07-14,22
1957-07-15,22.4
1957-07-23,21
1957-09-06,22.3
1958-07-29,20
1958-08-15,23
1958-10-19,20.5
1959-08-17,20.4
1959-08-18,23.4
1959-08-19,24
1959-08-20,21
1960-08-24,21.8
1961-07-10,24
1961-08-18,26
1961-08-19,22.2
1961-08-24,24.6
1961-08-25,24.4
1961-08-26,24
1961-08-27,23
1961-08-28,24
1961-08-29,22.2
1961-09-15,23.8
1961-09-16,22
1962-07-31,20.8
1962-08-23,20.2
1962-08-29,22.2
1962-08-30,21.5
1962-08-31,21.8
1962-09-01,21
1962-09-02,21
1962-09-03,20
1962-09-17,20.2
1963-09-30,21
1963-10-01,22
1964-05-15,20
1964-08-05,21
1964-08-27,22.4
1964-08-28,21
1964-10-08,20
1965-08-16,21.4
1966-08-17,21.2
1966-08-18,25.6
1966-08-19,26.8
1966-08-20,25
1967-08-18,20
1967-09-29,21
1968-07-21,22.4
1968-07-22,22
1968-09-23,21.2
1968-10-06,20.4
1968-10-07,21
1969-07-19,20.8
1969-07-20,23.2
1969-07-21,22.8
1969-07-22,22
1969-07-25,22
1969-07-26,23.6
1969-09-25,20.2
1970-07-29,20.6
1971-10-15,22
1971-10-16,23
1971-10-17,21.4
1973-08-14,21
1973-08-15,24.4
1973-08-31,22
1973-09-01,20
1974-07-02,27
1974-07-03,23.4
1974-07-30,22.4
1974-08-06,22.5
1974-08-08,20.8
1974-08-09,21.4
1974-09-08,22.4
1974-09-09,22.8
1974-09-10,23
1974-09-11,22
1974-10-07,21.4
1974-10-09,20
1975-07-05,23.2
1975-07-15,24.2
1975-07-16,26.6
1975-07-21,22
1975-07-27,27
1975-07-28,21
1975-08-11,25
1975-08-12,20
1975-09-01,21.4
1975-09-22,20
1975-10-05,22.4
1975-10-06,21.4
1975-10-07,21.8
1976-08-07,22.6
1976-08-08,26
1976-08-09,27.8
1976-08-10,26.8
1976-08-11,26
1976-08-12,26.8
1976-08-13,24.4
1976-08-14,24
1976-08-15,22.4
1976-08-16,20.8
1976-08-17,23
1976-08-18,22.4
1977-09-14,21.4
1978-07-07,21.4
1978-07-08,21
1978-07-09,22
1978-07-17,27.2
1978-07-18,20.6
1978-07-19,21.8
1978-07-20,23.4
1978-07-21,23.8
1978-07-22,26
1978-07-23,22
1978-07-24,24.8
1978-07-25,25.4
1978-09-11,26.2
1978-09-12,24.4
1978-09-13,23.6
1978-09-16,20
1978-09-17,21.6
1978-09-18,21.2
1978-09-19,20
1978-09-21,22.2
1978-10-16,22.4
1979-05-13,20
1979-05-14,21
1979-07-28,23
1979-09-02,20.4
1979-09-20,20.4
1980-04-01,20.3
