fecha,minima
1951-07-22,22.2
1955-07-04,20.2
1955-07-25,21.3
1957-08-05,21.2
1958-07-30,20
1959-07-13,21.2
1959-07-18,20
1959-08-01,20
1959-08-19,20.2
1960-06-22,21.5
1961-07-12,21
1962-07-21,20.5
1962-08-02,21
1962-09-09,20
1963-08-12,20
1964-07-16,20.5
1964-07-26,20
1964-07-27,20.4
1964-08-05,20.5
1964-08-07,20
1965-06-21,20
1965-06-22,20
1965-07-25,20
1965-08-06,20
1965-08-07,20.5
1967-07-20,22
1967-07-21,21.2
1968-07-09,20.3
1968-08-19,20.4
1971-08-16,20
1975-07-14,20
1975-07-31,20
1979-07-10,20.6
1979-08-06,20
1980-08-03,20.6
1980-08-23,20.8
1981-07-31,21.6
1983-06-12,20
1983-08-03,20.6
1984-07-23,20
1984-07-24,21
1985-08-05,21.6
1985-09-05,20
1986-07-06,21.6
1986-07-09,21.8
1986-07-23,22
1986-07-31,20
1986-08-17,21.6
1987-08-05,21
1987-08-15,20.2
1987-08-16,21.8
1987-08-21,20
1988-07-29,21
1988-08-02,21
1988-08-28,20
1989-07-20,21.2
1989-07-22,20.4
1989-08-10,21.4
1989-08-18,20
1989-08-23,20.2
1989-08-24,21.4
1990-07-21,20.6
1990-07-25,20.6
1991-07-12,20
1991-07-27,20
1991-08-04,20
1991-08-07,21
1991-08-21,21.2
1991-08-26,20.4
1992-07-21,20.8
1992-07-23,21.4
1992-07-29,20
1992-08-01,20
1992-08-04,20
1992-08-07,20
1992-08-25,20.8
1993-08-04,20.6
1993-08-24,20.2
1994-07-01,20.4
1994-07-02,20.5
1994-07-03,22.6
1994-07-04,21.6
1994-07-05,20.3
1994-07-15,21.6
1994-07-16,21.4
1994-07-31,20.2
1994-08-06,21
1994-08-07,20.6
1994-08-19,20
1995-07-20,20.6
1995-07-21,21.2
1995-07-22,21.6
1995-07-25,21.2
1995-08-12,20.2
1995-08-17,20.5
1996-07-23,20
1996-07-24,20.7
1997-08-03,20
1998-07-24,20.6
1998-07-25,20.2
1998-07-30,20.5
1998-07-31,20.4
1998-08-12,20.6
1998-08-26,20.3
1998-09-02,20.2
1999-07-02,22
1999-07-07,20
1999-07-24,20
1999-08-16,22
1999-08-17,20
1999-08-24,22.6
1999-08-25,20.6
2000-08-02,20.2
2000-08-03,20.2
2000-08-17,20.1
2000-08-24,21.2
2001-06-23,20.1
2001-06-24,22.4
2001-06-26,21
2001-07-23,20.4
2001-08-02,21.8
2001-08-05,21
2001-08-11,20.2
2003-06-24,20.2
2003-07-12,20.2
2003-07-20,21.1
2003-07-21,20.4
2003-07-23,20.9
2003-07-29,21.6
2004-07-23,23.4
2004-07-24,20
2004-08-02,20.3
2004-08-23,20.3
2004-08-24,20.4
2004-09-05,20.4
2005-07-04,20.8
2005-07-06,20.2
2005-07-16,22.6
2005-07-17,21.2
2005-08-08,22.6
2005-08-15,20.6
2006-07-10,20.5
2006-07-12,22.5
2006-07-25,20
2006-07-26,20.4
2006-07-27,20.5
2006-08-01,20.8
2006-08-02,20.1
2006-08-03,20.2
2007-07-04,20
2007-08-01,20.4
2007-08-05,20.2
2008-07-06,20.4
2008-07-22,20
2008-07-24,20.2
2008-08-05,21.4
2008-08-09,20.4
2008-08-12,20.4
2008-08-14,20.8
2009-06-16,20
2009-06-20,20
2009-07-02,21.3
2009-07-06,21
2009-07-13,20.2
2009-07-14,20.8
2009-07-22,21.8
2009-07-23,20.4
2009-07-27,20
2009-08-04,20.4
2009-08-08,20
2009-08-21,20
2009-08-25,20.2
2010-07-08,20.6
2010-07-12,20.4
2010-07-20,20.4
2010-07-24,21
2010-08-04,20.6
2010-08-07,20.4
2010-08-09,21.7
2010-08-10,21.4
2010-08-11,21.4
2010-08-26,20
2010-08-29,21.4
2011-07-12,20.4
2011-07-17,20.6
2011-08-07,21.4
2011-08-17,20.1
2011-08-18,21.3
2012-06-27,22
2012-06-28,21.4
2012-06-29,20.6
2012-07-14,20.4
2012-07-22,20
2012-08-09,20.7
2012-08-10,21.8
2012-08-11,22.6
2012-08-17,20.4
2012-08-19,23.2
2012-08-20,20.2
2012-08-21,22.5
2012-08-22,22
2012-08-23,21
2012-08-27,20.4
2013-07-25,20
2013-07-26,20.4
2013-08-02,20.8
2013-08-03,20
2014-07-18,21.2
2015-06-29,21.2
2015-07-05,20.2
2015-07-06,22.4
2015-07-07,22.2
2015-07-08,21.2
2015-07-15,20
2015-07-16,20.5
2015-07-17,22.2
2015-07-18,21
2015-07-21,21.4
2015-07-23,20.2
2015-07-24,20
2015-07-25,20.6
2015-07-26,21.3
2015-07-27,21.4
2015-07-29,21
2015-07-31,21
2015-08-03,20.2
2015-08-04,21.6
2015-08-05,20
2015-08-06,22.2
2015-08-07,22.2
2015-08-08,20.8
2015-08-09,20.4
2015-08-11,21
2015-08-12,20.4
2015-08-13,20.2
2015-08-17,21.2
2015-08-19,20.2
2015-08-20,20.6
2016-07-11,21.6
2016-07-20,22
2016-07-21,21.6
2016-07-30,20.7
2016-07-31,21
2016-08-03,20.2
2016-08-05,20.2
2016-08-21,20.2
2016-08-28,20
2016-08-30,20.2
2016-09-04,20.5
2017-06-16,21.4
2017-06-17,20.4
2017-06-18,20.8
2017-06-22,20
2017-06-23,21.6
2017-07-06,21.3
2017-07-14,20
2017-07-15,21
2017-07-18,20.5
2017-07-21,20.4
2017-07-23,20
2017-07-28,20.4
2017-07-30,20
2017-07-31,21.6
2017-08-01,20.2
2017-08-02,20.4
2017-08-05,23
2017-08-06,21.4
2017-08-07,21.3
2017-08-08,21
2017-08-18,20.6
2017-08-23,20.3
2017-08-26,20.8
2018-08-03,21.2
2018-08-05,20.7
