fecha,minima
1973-08-11,20.4
1975-08-17,20.0
1976-07-21,20.0
1976-08-06,21.0
1979-07-18,20.4
1979-07-30,20.0
1980-08-18,20.0
1980-08-21,21.6
1980-08-22,23.2
1980-08-23,20.2
1981-06-14,20.0
1981-06-16,20.2
1981-07-29,20.0
1981-07-30,20.6
1981-08-01,20.2
1981-08-06,21.0
1981-08-17,20.0
1981-08-18,20.2
1981-08-19,20.2
1981-09-17,20.0
1981-09-18,21.0
1981-09-20,20.0
1982-07-08,20.2
1985-07-08,20.2
1987-08-15,20.0
1990-07-20,20.4
1990-07-21,20.4
1990-07-22,22.6
1990-07-24,20.8
1993-08-20,22.2
1997-07-30,20.0
1997-08-21,20.0
1998-08-11,20.0
2003-06-22,20.6
2003-07-12,20.2
2003-07-13,20.0
2003-08-03,21.6
2003-08-12,20.6
2006-07-17,20.3
2009-07-01,20.2
2011-06-27,20.4
2011-08-15,20.2
2012-06-27,22.1
2013-08-12,20.2
2014-08-07,20.2
2014-08-26,21.0
2014-08-27,21.2
2015-07-20,21.5
2015-07-21,21.1
2015-07-29,20.2
2015-08-27,20.3
2015-08-28,21.6
2015-08-29,20.3
2016-08-25,20.1
2016-08-26,20.3
2017-06-19,21.0
2017-07-12,20.2
2017-08-04,22.2
2018-07-11,20.0
2018-08-03,21.3
2018-08-04,21.7
2022-07-12,20.1
2022-07-13,20.7
2022-07-14,21.7
2022-07-18,20.5
2022-08-03,21.6
2022-08-04,21.7
2022-08-23,20.3
2022-08-25,20.6
2023-07-29,20.1
2023-08-12,20.5
2023-08-19,20.8
2023-08-20,21.4
2023-08-21,20.1
2023-08-22,20.3
2023-08-23,22.4
2023-08-24,20.5
2024-06-27,20.0
2024-07-25,21.2
2024-07-26,20.3
2024-07-28,20.4
2024-07-29,21.6
2024-07-30,21.2
