fecha,minima
1950-06-29,20.9
1951-06-21,20.5
1951-07-28,20.5
1951-09-22,21.2
1952-08-28,21.4
1953-08-12,20.2
1954-08-31,20.6
1955-03-25,21.5
1955-07-17,21.3
1955-08-23,23.2
1955-08-30,20.5
1957-06-28,22.5
1957-07-03,24.6
1957-07-04,23.6
1957-08-03,20.0
1958-09-11,21.6
1959-07-04,23.7
1959-08-28,20.6
1959-09-11,20.2
1960-06-04,20.2
1960-06-18,22.3
1960-06-19,20.2
1960-09-11,20.9
1961-06-30,20.2
1961-08-29,20.2
1961-09-01,23.6
1962-09-10,20.3
1964-08-26,21.8
1964-09-11,22.0
1964-09-23,21.0
1968-06-30,23.3
1968-10-30,20.0
1969-08-08,20.0
1970-08-02,20.1
1970-08-26,20.0
1970-09-28,21.6
1971-07-08,23.0
1971-07-12,22.8
1973-08-12,20.0
1973-08-22,20.2
1973-09-14,22.0
1973-09-15,20.0
1974-09-11,21.8
1975-08-02,20.4
1975-08-03,20.6
1976-06-29,20.0
1976-06-30,20.0
1976-08-21,21.2
1976-10-08,21.2
1978-10-09,20.0
1978-10-10,20.4
1981-09-20,21.0
1982-09-15,21.8
1982-09-16,21.6
1982-09-17,20.2
1982-09-18,21.6
1983-09-23,25.2
1983-09-24,23.4
1986-09-13,20.0
1987-09-16,20.0
1987-09-18,23.0
1987-09-19,21.4
1988-09-07,23.6
1989-07-20,20.2
1989-07-21,20.2
1990-07-20,20.4
1990-07-21,21.6
1990-07-23,20.0
1990-07-24,20.0
1990-08-02,20.8
1990-08-04,20.0
1990-08-05,20.0
1990-08-11,20.0
1991-08-28,20.0
1991-09-04,20.8
1991-09-21,20.0
1992-05-16,21.6
1992-07-29,20.4
1992-07-30,20.0
1992-08-02,20.0
1993-08-17,23.4
1993-08-18,22.0
1993-08-19,20.0
1993-08-20,20.6
1993-08-21,20.2
1994-08-03,20.0
1994-08-06,20.2
1994-08-07,20.0
1995-10-26,20.6
1996-06-06,20.4
1997-08-09,21.4
1997-08-19,20.0
1997-08-20,20.6
1997-08-22,20.4
1997-08-23,20.6
1997-09-17,20.4
1997-10-19,20.0
1998-06-19,21.2
1998-08-08,20.2
1998-08-09,21.0
1999-09-22,20.6
2000-06-17,20.4
2001-07-31,20.6
2001-08-01,21.0
2001-08-14,20.0
2001-08-26,21.2
2001-08-27,21.4
2001-10-12,22.0
2001-10-28,20.5
2002-09-18,20.8
2003-06-21,21.6
2003-08-03,20.8
2003-08-04,22.0
2003-08-05,21.2
2003-08-06,20.8
2003-08-07,20.2
2003-08-08,22.2
2003-08-09,23.0
2003-08-10,22.0
2003-08-11,21.8
2003-08-12,21.6
2003-08-13,21.8
2003-08-14,20.2
2003-09-19,21.4
2003-09-20,21.2
2004-08-01,20.2
2004-08-08,20.0
2004-08-18,20.0
2004-09-05,20.0
2004-09-08,23.2
2005-07-27,20.4
2006-07-16,21.4
2006-07-17,22.0
2006-07-19,20.0
2006-07-20,20.9
2006-07-21,21.4
2006-07-22,20.6
2006-07-23,20.3
2006-07-24,20.0
2006-07-25,21.0
2006-07-26,20.5
2006-09-07,20.0
2006-10-25,20.0
2007-08-27,23.9
2009-08-16,20.0
2009-10-06,22.6
2009-10-07,21.8
2010-08-26,21.4
2010-10-08,20.6
2011-06-26,20.8
2011-08-21,20.4
2011-09-30,20.5
2011-10-01,20.0
2012-08-09,20.2
2012-08-10,20.2
2012-08-17,20.6
2012-09-23,20.6
2013-07-20,20.3
2013-07-21,20.1
2013-07-25,20.0
2013-09-27,21.8
2013-10-02,20.6
2013-10-03,20.1
2013-10-18,20.0
2016-07-18,22.2
2016-07-19,20.0
2016-08-14,20.0
2017-06-19,22.2
2017-06-20,22.5
2017-06-21,21.9
2017-10-15,20.2
2018-07-25,20.0
2018-07-31,20.0
2018-08-03,20.4
2018-08-04,20.3
2018-08-06,20.4
2018-10-13,20.5
2019-07-23,20.0
2019-07-24,20.0
2019-07-25,20.5
2019-08-08,20.4
2019-09-21,20.6
2020-08-07,20.0
2020-08-09,20.2
2020-08-11,20.0
2020-08-19,22.0
2020-08-20,20.0
2020-09-14,20.0
2021-09-06,21.5
2021-09-13,20.5
2021-09-14,21.0
2022-07-13,20.3
2022-07-14,20.5
2022-07-16,20.2
2022-07-17,21.7
2022-08-10,21.2
2022-08-11,22.5
2022-08-29,20.7
2022-09-12,21.2
2022-09-13,22.5
2022-09-14,20.9
2022-10-18,21.2
2022-10-27,24.3
2022-10-28,21.6
2022-10-29,21.9
2023-08-19,20.6
2023-08-20,20.4
2023-08-23,20.2
2023-08-24,21.2
2023-09-04,20.3
2023-09-05,23.6
2023-09-06,21.9
2023-09-07,22.2
2023-09-08,20.8
2023-09-09,20.6
2023-09-16,20.5
2023-09-17,20.4
2023-10-01,20.0
2023-10-17,20.0
2023-10-18,20.4
2024-07-29,20.5
2024-07-30,21.4
2024-07-31,20.6
