fecha,minima
1960-06-21,20.8
1960-06-22,20.4
1960-06-23,20.2
1960-08-27,20.6
1961-06-23,20.0
1961-06-24,20.0
1961-07-02,21.2
1961-07-20,20.0
1961-07-21,21.0
1961-07-26,20.4
1961-07-27,20.0
1961-08-07,20.6
1961-08-08,20.4
1961-08-09,20.6
1962-06-25,20.0
1962-07-14,21.0
1962-07-15,21.2
1962-07-21,20.0
1962-07-26,21.0
1962-07-27,21.4
1962-08-04,20.2
1962-08-06,21.8
1962-08-14,20.2
1962-08-15,20.8
1962-08-20,21.2
1962-08-27,20.0
1962-08-28,20.2
1963-07-09,20.0
1963-07-10,20.2
1963-07-12,20.0
1963-07-26,21.0
1963-08-02,20.6
1964-07-03,20.0
1964-07-05,20.6
1964-07-16,20.8
1964-07-22,20.2
1964-07-24,20.8
1964-07-25,20.6
1964-07-26,20.6
1964-07-30,20.6
1964-08-04,20.8
1964-08-05,20.4
1964-08-06,21.0
1964-08-07,21.0
1964-09-02,20.6
1965-06-22,20.2
1965-06-25,21.0
1965-06-26,20.0
1965-06-27,20.0
1965-06-28,20.2
1965-06-29,21.0
1965-06-30,21.4
1965-07-03,20.8
1965-07-24,20.0
1965-07-30,20.6
1965-08-06,20.5
1965-08-07,20.0
1966-07-14,20.4
1966-08-13,20.0
1966-08-14,20.0
1966-09-10,20.8
1967-07-18,20.0
1967-07-20,23.4
1967-07-21,21.8
1967-07-22,21.0
1967-07-30,20.6
1967-07-31,20.0
1967-08-01,21.2
1967-08-02,20.8
1967-08-09,20.6
1967-08-23,20.6
1968-07-08,20.0
1968-07-09,22.2
1968-07-10,22.2
1968-08-17,20.2
1968-08-25,20.0
1968-09-22,21.2
1969-07-05,20.0
1969-07-19,20.0
1969-07-20,21.0
1969-07-24,20.0
1969-07-27,20.6
1969-08-02,20.6
1969-08-06,20.8
1969-08-07,20.6
1969-08-08,21.0
1969-08-09,20.0
1969-08-12,20.8
1969-08-14,22.6
1970-07-13,20.6
1970-07-14,20.6
1970-07-24,20.2
1970-07-27,20.0
1970-08-05,20.0
1970-08-07,20.0
1970-08-14,20.0
1970-08-17,20.6
1970-08-19,20.0
1970-09-08,20.0
1971-07-18,20.6
1971-07-27,20.0
1971-07-30,20.0
1971-08-01,20.2
1971-08-02,20.6
1971-08-03,21.4
1971-08-11,20.0
1971-08-13,21.2
1971-08-14,20.8
1971-08-15,20.8
1971-08-16,21.8
1971-08-17,21.8
1971-08-18,20.8
1971-08-19,20.0
1972-07-08,20.4
1973-07-02,20.0
1973-07-03,20.8
1973-07-04,20.4
1973-07-05,20.2
1973-07-12,20.4
1973-08-02,20.0
1973-08-08,21.0
1973-08-09,21.0
1973-08-10,20.4
1973-08-11,21.2
1973-08-15,20.0
1973-08-21,22.0
1973-08-22,20.4
1973-09-13,20.6
1973-09-16,20.0
1974-07-09,20.0
1974-07-13,21.4
1974-07-30,20.4
1974-08-04,20.0
1974-08-07,20.6
1975-07-13,20.0
1975-07-14,20.4
1975-07-15,20.6
1975-07-16,22.4
1975-07-17,21.8
1975-07-22,20.6
1975-07-24,20.6
1975-07-30,20.4
1975-07-31,22.4
1975-08-01,22.2
1975-08-02,22.2
1975-08-03,20.4
1975-08-05,21.0
1975-08-06,21.4
1975-08-08,20.4
1975-08-09,21.2
1975-08-13,20.8
1976-06-23,20.0
1976-06-26,20.0
1976-07-11,21.0
1976-07-12,20.0
1976-07-13,20.2
1976-07-14,20.0
1976-07-15,21.0
1976-07-17,20.4
1976-07-31,20.4
