fecha,maxima
1951-07-27,35
1953-09-06,35.6
1957-07-30,35.5
1959-07-07,37.5
1961-08-28,36
1962-08-28,35
1981-06-13,35.8
1981-06-14,36
1981-06-15,36
1981-07-27,35.4
1981-07-28,35.6
1981-08-14,35.6
1985-09-11,35
1987-08-12,36
1988-09-06,35.6
1990-07-11,35.7
1990-07-18,36.8
1990-07-19,37.4
1990-07-20,39.4
1990-07-21,35.6
1990-08-04,37.8
1990-08-05,35.2
1993-08-18,35.2
1993-08-19,37.4
1995-07-24,37.6
1998-08-07,36.2
1998-08-08,37
1999-07-08,35.2
1999-07-09,35
2000-06-17,35.5
2001-07-01,37.2
2003-08-06,36
2003-08-07,37.3
2003-08-08,37
2003-08-12,39
2005-07-20,35
2005-08-05,35
2006-07-16,36
2006-07-17,38.1
2006-09-05,37.6
2011-06-25,35.5
2012-06-26,35
2013-07-05,36.6
2013-07-06,38.5
2013-07-07,37.8
2013-07-08,38.3
2013-07-18,35.4
2014-09-02,35.1
2015-06-21,35.9
2015-06-29,37.8
2015-07-09,35.9
2016-07-16,35.4
2016-07-17,36.3
2016-07-18,37.6
2016-08-07,36.6
2016-08-22,36.2
2016-09-06,39
2017-06-17,35.1
2017-08-21,36.2
2018-08-02,36.1
2018-08-03,36.2
2018-08-05,35
2020-08-06,35.7
