year,temp
1950,4.9
1951,2.3
1952,2.3
1953,1.2
1954,2
1956,-3.3
1957,5.8
1958,5
1959,3.5
1960,3.9
1961,6.6
1962,3
1963,1.2
1964,4.1
1965,1.1
1966,6.7
1967,4.3
1968,4.4
1969,1.6
1970,2.9
1971,3.5
1972,3.7
1973,2.5
1974,2.9
1975,5.1
1976,4
1977,5.6
1978,4.9
1979,4.6
1980,5.5
1981,2.1
1982,4.6
1983,2.3
1984,2.1
1985,6.3
1986,1.7
1987,3.2
1988,3.7
1989,4.7
1990,7.5
1991,2.2
1992,3.5
1993,2.7
1994,4.2
1995,5.8
1996,2.5
1997,6.6
1998,6.1
1999,3.6
2000,7.1
2001,4.8
2002,5.7
2003,3.3
2004,4
2005,1.2
2006,2.9
2007,6.3
2008,6.4
2009,4.1
2010,3
2011,4.8
2012,1.3
2013,2.9
2014,4.4
2015,2.1
2016,4.5
2017,6.1
2018,2.1
