year,temp
1950,13.3
1951,12.2
1952,11.2
1953,10.8
1954,10.7
1955,13.5
1956,7.8
1957,14.2
1958,13.7
1959,11
1960,13
1961,13.7
1962,11.9
1963,11
1964,13
1965,10.2
1966,14.4
1967,12.3
1968,12.6
1969,10.4
1970,13.4
1971,11.8
1972,12.3
1973,10.9
1974,11.5
1975,12.5
1976,11.9
1977,14.5
1978,13.8
1979,12.9
1980,12.6
1981,11.1
1982,12.7
1983,10.2
1984,11.7
1985,13.3
1986,12.1
1987,12.3
1988,11.9
1989,13
1990,15.1
1991,11.1
1992,11.6
1993,10.9
1994,13.1
1995,14.6
1996,11.6
1997,13.6
1998,12.6
1999,11.6
2000,14
2001,12.6
2002,12.8
2003,11.6
2004,11.7
2005,9.9
2006,11.7
2007,15.1
2008,12.7
2009,11.7
2010,12.3
2011,12.7
2012,9
2013,12
2014,13.7
2015,12
2016,14.5
2017,13.8
2018,11
