year,temp
1951,6.7
1952,6.5
1953,5.4
1954,5.9
1955,7.7
1956,1.5
1957,9.5
1958,8.8
1959,7.2
1960,8.2
1961,9.7
1962,7.1
1963,4.2
1964,8.2
1965,5.2
1966,10.3
1967,7.2
1968,8.1
1969,5.5
1970,7.7
1971,8.3
1972,7.5
1973,6.8
1974,7.6
1975,8.8
1976,8.1
1977,10.3
1978,10.1
1979,8.5
1980,9.8
1981,6.1
1982,8.3
1983,6.3
1984,7.1
1985,9
1986,7.3
1987,8.4
1988,8.1
1989,8.2
1990,12.1
1991,7.3
1992,7
1993,6.8
1994,9.3
1995,10
1996,7.1
1997,10.4
1998,8.2
1999,8.4
2000,10.8
2001,9.1
2002,10.1
2003,7.1
2004,6.3
2005,5.5
2006,6.9
2007,10.4
2008,9.7
2009,8.3
2010,7.3
2011,9.4
2012,6.3
2013,7.9
2014,9.3
2015,7.3
2016,9.6
2017,10
2018,6.8
