year,temp
1954,9.7
1955,12.8
1956,8
1957,13.9
1958,13.5
1959,11
1960,13.2
1961,13.8
1962,11.3
1963,11.3
1964,12.3
1965,10.6
1966,13.6
1967,12.1
1968,12.2
1969,11.5
1970,11.5
1971,12.1
1972,11.4
1973,10.5
1974,11.4
1975,12.8
1976,12.6
1977,12.6
1978,13
1979,12.5
1980,12.7
1981,11.1
1982,12.2
1983,10.4
1984,10.4
1985,14.1
1986,11.1
1987,11.9
1988,11.9
1989,12.4
1990,13.5
1991,10.1
1992,11.6
1993,11.9
1994,11.4
1995,13.2
1996,10.6
1997,13.6
1998,14.3
1999,10.7
2000,13.5
2001,12.9
2002,13
2003,11.4
2004,12.7
2005,9.5
2006,10.6
2007,13.9
2008,14.6
2009,11
2010,13.6
2011,12.3
2012,9.6
2013,10.6
2014,11.9
2015,10.3
2016,12.2
2017,13.1
2018,9.7
