year,temp
1950,12.6
1951,11.6
1952,10.3
1953,9.1
1954,10.5
1955,12.7
1956,6.2
1957,13.1
1958,12.3
1959,10.1
1960,12.1
1961,13.2
1962,11.4
1963,9.9
1964,12.7
1965,9.3
1966,14.8
1967,12
1968,12.8
1969,10.1
1970,12.9
1971,12
1972,12.3
1973,11.2
1974,11.8
1975,12.3
1976,11.9
1977,14.8
1978,14
1979,13.6
1980,12.7
1981,10.8
1982,12.7
1983,10.3
1984,11.4
1985,13.6
1986,11.8
1987,12.4
1988,12.3
1989,12.6
1990,15.4
1991,10.9
1992,10.8
1993,10.7
1994,13.5
1995,14.6
1996,12.1
1997,14.3
1998,13.2
1999,12.4
2000,14.7
2001,13.3
2002,14.3
2003,11.4
2004,11.9
2005,9.8
2006,11.6
2007,14.9
2008,13.2
2009,12.1
2010,11.9
2011,13.2
2012,9.8
2013,12.8
2014,14.3
2015,12.3
2016,14.7
2017,14.1
2018,10.9
