year,temp
1956,-0.8
1957,6.8
1958,6.4
1959,4.4
1960,5.4
1961,8
1962,4.8
1963,2
1964,6.2
1965,2.6
1966,7.5
1967,5.6
1968,4.9
1969,2.8
1970,4.4
1971,5.3
1972,4.6
1973,3.9
1974,4.2
1975,5.9
1976,5.4
1977,6.3
1978,5.9
1979,5.3
1980,6.8
1981,4.4
1982,5.7
1983,3.3
1984,4.2
1985,7.5
1986,3.5
1987,5.1
1988,5
1989,5.9
1990,8.7
1991,3.6
1992,5.2
1993,4.7
1994,5.7
1995,7.8
1996,4.7
1997,8.5
1998,8.3
1999,5
2000,8.3
2001,6.1
2002,7.5
2003,4.6
2004,6.7
2005,3.3
2006,5.1
2007,7.6
2008,8
2009,6.3
2010,5.3
2011,7.1
2012,3.8
2013,4.7
2014,5.4
2015,4.6
2016,6.7
2017,7.8
2018,4.4
