year,temp
1953,2.6
1954,1.8
1955,4.4
1956,0.2
1957,5.5
1958,5.8
1959,4.3
1960,4.7
1961,8.6
1962,3.8
1963,1.5
1964,5.3
1965,1.2
1966,6.2
1967,4.5
1968,4.1
1969,1.5
1970,3.7
1971,3.9
1972,3.2
1973,2.6
1974,2.6
1975,4.5
1976,3.9
1977,5.5
1978,4.9
1979,4.1
1980,5.1
1981,2.3
1982,4.4
1984,1.5
1985,6.1
1986,2.8
1987,3.9
1988,3.5
1989,4
1990,7.7
1991,2.2
1992,3.6
1993,2.4
1994,3.2
1995,5.4
1996,2.3
1997,7.1
1998,6.8
1999,2.8
2000,7.1
2001,4.8
2002,5.7
2003,2.8
2004,4.8
2005,0.6
2006,3.3
2007,6.4
2008,6.7
2009,4.4
2010,3.6
2011,5.2
2012,1.3
2013,3
2014,4.4
2015,2.8
2016,4.8
2017,6.5
2018,2
