year,temp
1950,8.6
1951,6.2
1952,6.3
1953,5.1
1954,5.6
1955,6.4
1956,0.5
1957,8.6
1958,8.2
1959,6.7
1960,7.1
1961,9.7
1962,6.5
1963,3.8
1964,7.5
1965,4.4
1966,9.7
1967,7.3
1968,7.5
1969,5
1970,6.9
1971,7.5
1972,6.8
1973,6.6
1974,7
1975,8.3
1976,7.5
1977,9.3
1978,9
1979,7.6
1980,8.8
1981,5.8
1982,7.1
1983,5.2
1984,6.1
1985,8.9
1986,6.3
1987,7.3
1988,7.2
1989,7.9
1990,10.7
1991,5.6
1992,6
1993,5.4
1994,7.5
1995,8.9
1996,6.3
1997,9.4
1998,7.5
1999,7.3
2000,9.1
2001,8.1
2002,8.8
2003,6.1
2004,5.5
2005,4.4
2006,6.3
2007,9.3
2008,8.5
2009,7.5
2010,6
2011,7.8
2012,6
2013,6.6
2014,7.3
2015,5.9
2016,8
2017,9
2018,5.8
