year,temp
1950,12.3
1951,11.1
1954,9.8
1955,12.1
1956,6.2
1957,13.1
1958,12.3
1959,10.5
1960,11.8
1961,12.5
1962,11.3
1963,9.5
1964,11.7
1965,8.5
1966,14.1
1967,11.3
1968,12.1
1969,9.7
1970,12.7
1971,11.8
1972,12.4
1973,11.3
1974,11.8
1975,11.7
1976,10.1
1977,12.4
1978,12
1979,11.9
1980,11.1
1981,9.2
1982,10.9
1983,9.2
1984,10.6
1985,11.9
1986,10.4
1987,11
1988,10.8
1989,11.4
1990,14.2
1991,9.7
1992,10
1993,9.9
1994,11.8
1995,13.4
1996,10.8
1997,12.4
1998,12.1
1999,11.3
2000,13.3
2001,11.8
2002,12.8
2003,10.9
2004,10.9
2005,9.5
2006,10.7
2007,13.9
2008,12.6
2009,11.3
2010,11
2011,12.3
2012,8.9
2013,11.6
2014,12.7
2015,11.3
2016,13.5
2017,13.2
2018,10.2
