year,temp
1950,4.9
1951,1.7
1952,4.6
1953,3.1
1954,3
1955,3.2
1956,-0.7
1957,5.5
1958,5.7
1959,5.2
1960,3.5
1961,7.6
1962,4.6
1963,1.2
1964,4.6
1965,1.9
1966,5.7
1967,4.9
1968,4.3
1969,2
1970,3.8
1971,5.4
1972,3.7
1973,3.8
1974,3.6
1975,5.6
1976,4.8
1977,5.1
1978,4.8
1979,4.8
1980,6
1981,4.1
1982,5
1983,3.2
1984,3.7
1985,5.9
1986,3.1
1987,3.9
1988,4.3
1989,5.1
1990,7.8
1991,3.3
1992,5.2
1993,4.7
1994,4
1995,5.7
1996,3.2
1997,7.3
1998,7.4
1999,5
2000,7.4
2001,4.8
2002,5.4
2003,3.2
2004,4.2
2005,2
2006,3.2
2007,5.4
2008,6.8
2009,4.9
2010,2.9
2011,4.7
2012,3.6
2013,3.7
2014,3.5
2015,2.9
2016,4.5
2017,5.9
2018,3
