year,temp
1950,11.7
1951,11.3
1952,10.4
1953,10
1954,9.5
1955,11.6
1956,7.1
1957,12.4
1958,11.9
1959,10
1960,12
1961,12.8
1962,11.3
1963,10.7
1964,11.8
1965,8.9
1966,12.8
1967,11.9
1968,11.3
1969,9.5
1970,11.4
1971,11.3
1972,11
1973,9.7
1974,10.2
1975,11.5
1976,10.9
1977,12.7
1978,13
1979,12.4
1980,12
1981,10.5
1982,12.4
1983,9.3
1984,11
1985,12.1
1986,11.1
1987,11.7
1988,11.5
1989,12.3
1990,13.6
1991,10.4
1992,10.8
1993,10.8
1994,11.9
1995,13.1
1996,11.2
1997,12.4
1998,12.1
1999,11.2
2000,13.1
2001,12
2002,12.1
2003,11.4
2004,11.3
2005,9.6
2006,10.7
2007,13.7
2008,13.2
2009,11.2
2010,10.9
2011,11.8
2012,8.5
2013,11.6
2014,12.7
2015,12
2016,13.4
2017,13.6
2018,11
