year,temp
1950,8.7
1951,6.8
1952,7.2
1953,6.6
1954,4.8
1955,8.8
1956,3.3
1957,9.8
1958,10.8
1959,6.7
1960,9.5
1961,10.6
1962,7.6
1963,6.1
1964,9.3
1965,7
1966,10.5
1967,8.3
1968,8.1
1969,7.4
1970,8.2
1971,8.2
1972,7.4
1973,6.2
1974,6.7
1975,8.9
1976,8.2
1977,8.8
1978,9.8
1979,8.4
1980,9.5
1981,7.5
1982,7.9
1983,6.7
1984,7
1985,10.8
1986,
1987,8.4
1988,8.1
1989,8.7
1990,10.9
1991,6.3
1992,7.7
1993,7.4
1994,8.1
1995,10.5
1996,6.7
1997,10.6
1998,10.3
1999,7.1
2000,11.1
2001,8.8
2002,9.7
2003,7.6
2004,9.6
2005,5.4
2006,7.5
2007,9.8
2008,9.8
2009,8.3
2010,8.8
2011,8.6
2012,5.1
2013,6.5
2014,7.9
2015,6.7
2016,8.7
2017,9.9
2018,6.7
