year,temp
1951,10.6
1952,10.9
1953,10.4
1954,9.6
1955,12.5
1956,7.1
1957,12.9
1958,13.6
1959,11.4
1960,13
1961,14
1962,11.2
1963,10.6
1964,12.6
1965,10
1966,13
1967,11.9
1968,11.8
1969,11
1970,11.5
1971,12.2
1972,11.9
1973,10.7
1974,11.2
1975,12.8
1976,12.5
1977,12.4
1978,12.5
1979,11.8
1980,12.1
1981,10.5
1982,12.3
1983,10.1
1984,10.4
1985,14.1
1986,11.2
1987,11.9
1988,11.9
1989,12.9
1990,14.3
1991,10.2
1992,11.9
1993,12.6
1994,11.7
1995,14.2
1996,11.1
1997,15
1998,14.7
1999,11.4
2000,15.1
2001,13.7
2002,13.4
2003,11.6
2004,13.4
2005,10
2006,11.5
2007,14
2008,15.3
2009,12.7
2010,13.3
2011,12.8
2012,9.8
2013,10.8
2014,12.4
2015,11.4
2016,13.1
2017,13.6
2018,11.1
