year,temp
1950,5.9
1954,2.4
1960,6.1
1961,9
1962,4
1963,2.4
1964,5.4
1965,1.9
1966,7.6
1967,5.4
1968,5.6
1969,2.5
1970,4.6
1971,5.1
1972,4.7
1973,3.1
1974,3.5
1975,6.4
1976,5.4
1977,6.8
1978,6.1
1979,5
1980,6.6
1981,3.5
1982,5.6
1983,3.5
1985,7.7
1986,3.6
1989,6.4
1990,9.1
1991,3.6
1992,5.8
1993,4.3
1994,4.9
1995,7
1996,3.3
1997,8.7
1998,8.6
1999,3.9
2000,8.5
2001,5.7
2002,6.6
2003,4
2004,5.9
2005,1.4
2006,3.8
2007,7.1
2008,8.5
2009,5.8
2010,4.3
2011,6.3
2012,2
2013,3.7
2014,5.1
2015,3.1
2016,5
2017,7.3
2018,2.6
