fecha,maxima
1951-07-20,39.5
1951-07-21,39.7
1951-07-27,39
1952-06-24,38.9
1952-07-09,38.3
1952-07-10,38.4
1952-07-11,40.5
1952-07-12,38.7
1953-07-13,38
1953-07-14,39.5
1953-07-21,38
1953-07-22,38.6
1953-07-24,38.2
1953-07-25,40.2
1953-07-26,39.7
1953-07-30,38.4
1953-08-08,38.1
1953-08-09,38
1953-08-19,38
1954-07-27,38.2
1954-08-27,38
1955-07-16,38.8
1955-07-17,38.5
1955-07-24,38.6
1956-07-05,38.2
1956-08-15,38
1957-08-04,38.6
1957-08-05,38.8
1958-07-28,38.8
1958-07-29,40.2
1958-07-30,39.6
1958-07-31,39.2
1958-08-01,40
1959-07-05,38.2
1959-07-07,38
1959-07-27,39.6
1959-07-28,39.4
1960-08-23,38
1961-07-11,39
1961-07-26,38.7
1962-07-26,38
1962-07-27,39
1962-07-28,38.8
1962-08-13,38.6
1962-08-14,38.4
1962-08-19,39.4
1962-08-20,41
1962-08-21,38.2
1962-09-11,38
1963-06-19,39.2
1963-07-16,38.6
1963-08-10,38
1963-08-11,39
1963-08-23,39.8
1964-06-10,38
1964-09-02,38.6
1964-09-18,38
1965-06-20,38.8
1965-06-21,39.6
1965-06-26,38.4
1965-07-30,40
1965-08-05,40.4
1965-08-06,40.2
1966-07-10,40
1966-07-11,40.2
1966-07-12,40.8
1966-07-13,40
1966-08-03,38
1966-08-12,38.8
1966-08-13,39.4
1967-07-10,38.4
1967-07-19,40.2
1967-07-20,40.8
1967-07-21,40.6
1967-07-22,39.2
1967-07-23,39.4
1967-07-24,38
1967-08-01,39.2
1967-08-15,39
1968-07-08,38.2
1968-07-09,40
1968-07-27,39
1971-07-31,38.4
1971-08-13,38.2
1971-08-16,39.4
1973-07-03,38
1973-07-04,38.6
1973-07-25,39
1973-07-26,38.4
1973-08-09,38.6
1973-08-10,38
1973-08-12,38
1973-08-13,38
1973-08-14,38.2
1974-07-29,38
1974-08-06,38.5
1975-07-02,38.4
1975-07-13,40.2
1975-07-14,41.4
1975-07-15,40.6
1975-07-16,40
1975-07-30,39.4
1975-08-07,39
1976-08-05,39.4
1976-08-06,39
1976-08-07,39.2
1976-08-08,38
1978-07-14,38.2
1978-07-15,40.6
1978-07-16,41.4
1978-07-17,41.6
1979-07-09,39
1979-07-10,40.8
1979-07-28,38.2
1979-07-30,39.2
1980-07-23,39
1980-08-05,38.4
1980-08-20,38.4
1980-08-21,40.4
1981-06-13,39
1981-07-29,39.4
1981-07-30,41.4
1982-07-01,39
1982-07-06,39.4
1982-07-07,40.2
1982-07-08,39.6
1982-07-09,38.4
1982-07-10,40.4
1982-08-18,38.6
1982-08-19,39
1982-08-20,38
1984-07-09,38.4
1984-07-23,39.8
1984-07-24,39
1985-07-14,38.4
1985-08-04,40
1986-07-29,40
1986-07-30,41
1986-08-02,38
1986-08-16,39.4
1986-08-17,38.2
1987-08-04,38.8
1987-08-11,39.4
1987-08-12,40.2
1987-08-13,39.2
1988-09-05,39.2
1988-09-06,39
1988-09-07,39.4
1988-09-08,38
1989-07-17,38.2
1989-07-19,40
1989-07-20,39.6
1989-07-21,39.4
1989-07-31,38.2
1989-08-01,39.8
1991-07-13,39
1991-07-14,39.6
1991-07-16,38.6
1991-07-17,38.8
1991-07-18,39.6
1991-08-04,38.2
1991-08-05,39.2
1991-08-06,39.2
1991-08-15,38
1991-08-16,38.2
1991-08-17,38.4
1991-08-19,39.2
1991-08-20,38.6
1991-08-25,39
1992-08-06,38
1992-08-24,39
1992-08-25,39.2
1993-07-17,38
1993-08-04,39.4
1993-08-05,39.6
1993-08-06,39.4
1993-08-19,39.6
1993-08-20,40.2
1994-06-29,38.2
1994-06-30,39.8
1994-07-01,40.6
1994-07-02,40.6
1994-07-03,40.4
1994-07-04,42
1994-07-05,39.6
1994-07-07,38
1994-07-10,38.4
1994-07-11,39.6
1994-07-15,39.4
1994-07-17,38.4
1994-07-18,39
1994-07-19,40.4
1994-07-20,40
1994-07-22,38.4
1994-08-05,39
1994-08-06,39
1994-08-07,39.4
1994-08-16,38
1994-08-17,38.2
1994-08-18,38.8
1994-08-19,38.6
1994-08-20,39
1994-08-21,39.6
1994-08-22,40
1994-08-28,39.2
1995-07-18,38.2
1995-07-19,38.6
1995-07-20,39.4
1995-07-21,39.8
1995-07-22,41.6
1995-07-23,41.4
