fecha,maxima,minima
1996-01-01,20.2,10.2
2003-01-02,21.6,10
1998-01-03,21,8.8
1970-01-04,20,12.4
2001-01-05,22.5,11.4
1999-01-06,22.5,15.5
1982-01-07,22.2,16.4
2014-01-08,20.3,16.8
1991-01-09,21,10
1991-01-10,20,11.2
1998-01-11,19.2,14.2
1974-01-12,20.4,14
1993-01-13,21,13.4
1975-01-14,21,15
2005-01-15,19.4,6
1964-01-16,20.6,11
1993-01-17,19.6,7.6
2007-01-18,20.4,10
1970-01-19,19.8,14
1969-01-20,20,7.4
1969-01-21,19,5
1969-01-22,21,9
2001-01-23,20.2,7
2016-01-24,24.6,7.5
2016-01-25,22.1,12.3
1975-01-26,20,10
2016-01-27,20.2,7.9
1966-01-28,24,5
1967-01-29,21.6,16
1965-01-30,21,14.2
2017-01-31,21,12.2
1966-02-01,22.6,11
2020-02-02,24.3,11.7
2020-02-03,27.1,12
2004-02-04,22.4,9.6
1985-02-05,21.6,13.8
2014-02-06,22.5,13
1985-02-07,20.4,14.2
1966-02-08,22.2,16
1979-02-09,20.5,12
2011-02-10,21,6
1998-02-11,21,9.7
2001-02-12,20.5,5.2
2007-02-13,20.5,6
2014-02-14,23.3,12.4
2019-02-15,22.2,7.5
2007-02-16,23.8,10.5
2019-02-17,22.5,8.4
1989-02-18,22,5.4
1990-02-19,21.8,10.4
1998-02-20,23.2,17.2
1967-02-21,23,11.8
1990-02-22,24,7.2
1990-02-23,26.6,15.4
1990-02-24,26,12.6
1961-02-25,22,11.4
2019-02-26,26.6,4.3
2019-02-27,24.8,10.2
1960-02-28,29,22
1960-02-29,24.2,21
2015-03-01,22,12.5
2001-03-02,21.2,7.6
2019-03-03,24.2,7.7
1998-03-04,23.5,11.1
1989-03-05,24.4,5.4
2001-03-06,24.6,19
2001-03-07,23,10.1
1983-03-08,23.2,3
2014-03-09,25.5,11.2
1981-03-10,25.6,12.6
1981-03-11,25.4,14.4
2002-03-12,22.3,14.6
1964-03-13,22.6,10
1963-03-14,23,5
2008-03-15,21.8,11.2
1990-03-16,25.9,4
1990-03-17,26.8,9
2005-03-18,26.4,7.4
2005-03-19,26.5,10.5
2010-03-20,23.6,12
2005-03-21,24.4,15.4
2001-03-22,25.8,13.1
1996-03-23,27.4,9.4
1981-03-24,27.6,15.4
1981-03-25,25.6,14.2
1989-03-26,28,5.6
1989-03-27,27,10
1981-03-28,22.8,12.6
1965-03-29,25,5
1965-03-30,26,18
1980-03-31,29,10.4
2011-04-01,30.7,10.4
2011-04-02,25.7,11.8
1985-04-03,28,10
2006-04-04,26.8,9
1961-04-05,23,16.8
2011-04-06,27.5,10.5
2011-04-07,25.6,13.5
1997-04-08,25.2,10.5
1983-04-09,25.2,13.4
1981-04-10,26,16.2
1980-04-11,22.6,2.4
1980-04-12,24,16
2003-04-13,27.8,16.9
2013-04-14,29,15.2
1964-04-15,25,6.2
1987-04-16,27,8.2
2019-04-17,25.6,12.2
2018-04-18,27.5,8.6
2011-04-19,27,14
1993-04-20,27.8,9.2
1984-04-21,29.4,9.6
1984-04-22,26.8,13.6
1987-04-23,29,9
2007-04-24,23.6,13
2015-04-25,25,11.8
1997-04-26,23.3,11.1
2003-04-27,24.5,8
2003-04-28,28.4,13.4
1987-04-29,25.4,12.2
2005-04-30,25.5,12.6
1997-05-01,25.5,10
1997-05-02,31.9,10.5
2008-05-03,28.1,11.3
2020-05-04,35.1,16.9
1995-05-05,28,13.5
1962-05-06,29,10
2008-05-07,26.6,14.1
2020-05-08,25.9,16.9
2012-05-09,29.6,14.3
2012-05-10,34.7,17.1
